frame,t_s,t_b_s,a_p1_ok,a_p1_x_px,a_p1_y_px,a_p1_x_mm,a_p1_y_mm,a_p1_area,a_p2_ok,a_p2_x_px,a_p2_y_px,a_p2_x_mm,a_p2_y_mm,a_p2_area,b_p1_ok,b_p1_h_px,b_p1_z_px,b_p1_h_mm,b_p1_z_mm,b_p1_area,b_p2_ok,b_p2_h_px,b_p2_z_px,b_p2_h_mm,b_p2_z_mm,b_p2_area
178,1.966980,1.966980,1,370.928528,544.124817,40.007988,58.688770,128,1,817.134033,501.843842,88.135277,54.128387,108,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
182,2.000305,2.000305,1,373.124268,523.185669,40.244820,56.430294,122,1,818.776367,502.180298,88.312416,54.164677,109,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
184,2.033630,2.033630,1,376.107788,501.745300,40.566620,54.117760,120,1,819.335144,499.063690,88.372688,53.828526,107,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
188,2.066956,2.066956,1,380.226654,479.437897,41.010876,51.711704,121,1,820.143372,501.253632,88.459862,54.064724,94,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
190,2.100281,2.100281,1,385.580139,458.977020,41.588295,49.504814,122,1,815.125305,504.146423,87.918617,54.376743,108,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
193,2.133667,2.133667,1,392.774597,437.324188,42.364285,47.169357,123,1,815.585876,502.115082,87.968300,54.157642,106,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
196,2.166992,2.166992,1,400.375610,416.542358,43.184124,44.927853,130,1,819.391663,505.557770,88.378784,54.528965,101,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
198,2.200317,2.200317,1,410.514252,395.367798,44.277668,42.643986,132,1,819.853577,505.394409,88.428604,54.511349,103,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
202,2.233643,2.233643,1,421.563141,373.922546,45.469387,40.330921,121,1,823.598572,502.218323,88.832535,54.168777,106,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
205,2.266968,2.266968,1,433.846466,352.978882,46.794254,38.071957,118,1,826.944275,499.228973,89.193405,53.846352,98,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
209,2.300354,2.300354,1,447.035583,333.221069,48.216820,35.940899,122,1,827.601196,497.580780,89.264259,53.668575,102,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
211,2.333679,2.333679,1,461.228790,314.222198,49.747688,33.891701,125,1,827.628296,496.248108,89.267181,53.524837,116,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
214,2.367004,2.367004,1,476.828583,294.990814,51.430267,31.817421,130,1,825.389526,494.772919,89.025711,53.365726,102,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
216,2.400330,2.400330,1,494.079315,276.088440,53.290913,29.778629,130,1,824.812988,497.399628,88.963524,53.649036,83,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
